ID,Titre,Description,Tags,URL
308,L'Agence Eliette a organisé une soirée Influences Locales le 26 septembre à l'UCPA de Bordeaux,"Pour rappel, Influences Locales est l'offre de marketing d'influence portée par l'agence Eliette. Nous mettons en relation des annonceurs très souvent de Nouvelle-Aquitaine, mais pas que, et des créateurs de contenu fiers de leur région à l'occasion de campagnes que nous créons. Aujourd'hui l'équipe Influences Locales est composée de 4 personnes : Jean-Marie, Coralie, Maud et Anaïs.

Cette soirée était l'occasion d'animer la communauté de créateurs de contenu que nous montons au quotidien. C'était également une opportunité de les réunir avec des annonceurs qui souhaitent découvrir ou redécouvrir le marketing d'influence tout en affirmant leur ancrage territorial.

Nous avons organisé cette édition à l'UCPA Sport Station Bordeaux qui était partenaire de cette soirée tout comme la Toque Cuivrée, Maison Meneau, Pin Galant, Bordelaise de literie, Bord'eau village et Les Bateaux Bordelais.

 

Merci aux commerciaux qui ont vendu l'offre de la soirée aux partenaires présents : 

Carole JALLOT (Toque Cuivrée et Les Bateaux Bordelais)
Murielle LEFRANCIER (Maison Meneau)
Alexandra MICHELET (Bord'eau Village)
Krislaine DANCHE (UCPA et Pin Galant)
Aurélie THOMAZIC (Bordelaise de literie)
Maguy BUSNEL et Diane GUIBOURT qui ont coordonné le tout",,https://go.sudouest-publicite.com/e/433602/ivity-7114894673847926785-WDiU/b3yspr/1506019792/h/AqrWTgf_LZ20apXCxMimfhSlqwek_a_ImZScJnpflCU
309,Actualités de l'équipe Dordogne,"Caroline signe avec les Notaires de la Dordogne 16k€ et 130k€ avec DALBE

Cindy signe un contrat google chez un pisciniste

Lydia continue de vendre des capsule vidéos pour deux clients auto et nouvelles énergies

L'équipe, sous le pilotage d'Emmanuelle réalise un supplément Service à la Personne : 12.5k€ et via la rédaction, réalisation d'un supplément rentrée économique 12k€

Caroline et Emmanuelle ont réalisé à ce jour leur objectif annuel 👏",,
310,Actualités de l'équipe PME 16 et 17,"Un collectif d'artisans souhaite valoriser le travail artisanal et de haute qualité effectué sur le Domaine luxe 5* du Domaine de la Nauve? Samuel Joseph (QSO forever) propose un supplément 4 pages Grand Format dans Charente libre : budget 4k€

👉des clients ravis, un post de la CAPEB repartagé et joli coup de pub pour Le Domaine de la Nauve !",,https://go.sudouest-publicite.com/e/433602/BH6qEQ4YSrtuP-view-usp-sharing/b3yspv/1506019792/h/AqrWTgf_LZ20apXCxMimfhSlqwek_a_ImZScJnpflCU
311,Première capsule Vidéo sur les réseaux pour Gite de France et un joli contrat qui monte avec Sylvie Bernard.,"Le client souhaite recruter de nouveaux adhérents à Gite de France en Charente Maritime et rajeunir son image.

A découvrir très bientôt sur les RS",,
312,,"Lancement de la commercialisation du 8ème Salon de L'immobilier de la Charente par Nina Soun prévu les 9 et 10 mars 2024, à suivre...",,
313,Un premier post co-brandé à Grand Cognac vendu par Marie Cocuaud.,"Une belle campagne multimédias sur octobre/novembre à Grand Cognac pour des portes ouvertes pour découvrir la Distillation du Cognac.

Le ban de la Distillation budget 16500€ avec 2 *4 pages en charente et Charente Maritime + programmatique + campagne co-brandé Sud Ouest ",,https://go.sudouest-publicite.com/e/433602/BH6qEQ4YSrtuP-view-usp-sharing/b3yspv/1506019792/h/AqrWTgf_LZ20apXCxMimfhSlqwek_a_ImZScJnpflCU
314,Le service ADV s'enrichit d'une nouvelle mission : la gestion des litiges,"A partir du 1er octobre, merci d'envoyer toutes vos demandes de litiges à l'adresse mail suivante : litiges@sudouest.fr

Pour les autres missions de l'ADV, c'est toujours le mail adv@sudouest.fr qui est à utiliser.

Pour rappel : Laurence Larignon est la spécialiste des factures clients à déposer sur les plateformes  (Chorus et autres). Marie Laure et Nathalie traitent les autres missions ADV (validation clients, facturation client, factures fournisseurs, piges...)

Pour les échanges marchandises Stéphanie Delpon devient votre nouvelle interlocutrice",,
315,Kit Media 2024 Rugby 360,Le nouveau Kit Media de l'offre Rugby 360 est disponible dasn la Market Place,,https://go.sudouest-publicite.com/e/433602/PtbfGUORgAnd4Ji-usp-drive-link/b3yspy/1506019792/h/AqrWTgf_LZ20apXCxMimfhSlqwek_a_ImZScJnpflCU
316,Replay du campus sur les offres,Le replay du campus sur les dernières offres digitales est disponible dans la Market Place,,https://go.sudouest-publicite.com/e/433602/iFZENxnzlL-view-usp-drive-link/b3ysq2/1506019792/h/AqrWTgf_LZ20apXCxMimfhSlqwek_a_ImZScJnpflCU
317,L'événement Résolution revient,"SAVE THE DATE ! la 2ème édition de Résolution aura lieu le 11 avril prochain au Palais des Congrès de Bordeaux.  Nous attendons cette année 60 exposants et 1500 visiteurs, des ateliers avec des experts de la RSE, des fresques, des RDV diagnostic consultants et des conférences et tables rondes.",,
318,"Camille LESPES, chef de produit emploi","Peux-tu te présenter ? Je suis Camille LESPES, je vais avoir 38 ans, je suis mariée et maman d’une petite tornade prénommée Agathe, qui vient de faire 2 ans. Je suis une grande épicurienne, authentique et punchy ! 

Ça fait 16 ans cette année que je suis rentrée à Sud Ouest, quand j’y pense c’est dingue ! J’ai commencé au service des ventes à Agen à 20 ans, puis Angoulême et Saintes, et après un rapide passage à Mont de Marsan, je suis arrivée à la pub à Anglet, puis aux Annonces Officielles à Bordeaux et maintenant à l’Emploi! Entre-temps il y a une grave maladie, des grossesses douloureuses, toutes ces batailles ont façonné la personne que je suis aujourd’hui !

En quoi consiste ta nouvelle mission ? Ma mission sur le marché de l'emploi et de la com RH est très claire : accompagner les entreprises dans leur stratégie de recrutement dans le grand Sud Ouest et promouvoir et développer leur marque Employeur à travers nos différents canaux de diffusion. 

On a de très beaux produits pour ça et une efficacité redoutable sur notre site sudouestemploi.com (125 000 offres d'emploi en Nouvelle Aquitaine) et sur nos réseaux sociaux, notamment notre Facebook avec ses 10 000 abonnés ! Je peux également accompagner les commerciaux quand leurs clients ont besoin de recruter.

 
Quelle est ton actualité du moment ? Ça fait à peine un mois que je suis en poste, mais les débuts sont prometteurs, j’ai signé une belle campagne de marque employeur avec Club Med Handicap, une première com avec la DDFIP 16 pour le recrutement des futurs contrôleurs des impôts sur la Charente sur un ton très décalé! Sans compter les demandes de nos petits entrepreneurs locaux qui nous font vraiment une confiance totale pour leurs recrutements ! Et j’ai encore de belles pistes en perspective !

Quel est ton péché mignon ? ...J’en ai tellement! Mais je mettrais en premier le petit verre de rouge du vendredi soir pour fêter la fin d’une belle semaine de travail et le début d’un week-end en famille ! ",portrait,
319,"Retour en vidéo sur le Forum Horizon(s), 2ème édition",,,https://go.sudouest-publicite.com/e/433602/ivity-7114976597471830017-LSXL/b3ysq8/1506019792/h/AqrWTgf_LZ20apXCxMimfhSlqwek_a_ImZScJnpflCU
320,Netflix détourne les pubs de luxe pour la sortie de Lupin,,,https://go.sudouest-publicite.com/e/433602/etourne-publicites-luxe-lupin-/b3ysqc/1506019792/h/AqrWTgf_LZ20apXCxMimfhSlqwek_a_ImZScJnpflCU
321,Connaissez-vous bien les bonnes pratiques sur Linkedin ?,"Bon nombre d'entre vous prennent la parole sur Linkedin, et pour certains de manière quotidienne. J'encourage vivement ces efforts car ils renvoient une image positive de l'entreprise et permettent de montrer notre compétitivité tout en favorisant le dialogue avec nos clients, prospects et marchés.

Afin que nous travaillions tous dans le même objectif, je souhaite à nouveau mettre l'accent sur les bonnes pratiques, conseils et règles pour un usage responsable et collaboratif de la plateforme.

- Je ne publie pas des contenus privés sur un réseau professionnel

- Mes prises de paroles sont mesurées (les conflits se règlent en privé)

 
- Je n'hésite pas à repartager les contenus publiés ou je tague le compte à l'origine du contenu (@SUD OUEST PUBLICITE ou @Groupe Sud Ouest par exemple)

- Je structure mon post pour qu'il soit clair et lisible (pas de copier/coller brut)

Les équipes terrain êtes les prescripteurs de la régie et la première vitrine chez nos annonceurs. Vous êtes un pilier essentiel de la notoriété de notre marque !

Enfin, si vous avez des sujets, des offres d'emploi que vous souhaitez partager sur les réseaux, n'hésitez pas à me solliciter, nous vous aiderons à structurer le post et créer un visuel adapté pour en maximiser l'impact !

Pour rappel, vous avez un Guide Social Media à votre disposition dans la Market Place qui peut vous guider dans vos habitudes de partage.",,https://go.sudouest-publicite.com/e/433602/EoecwUygqpVMJ-view-usp-sharing/b3vpny/1495746724?h=UoLuCa2QAhATMrZx5gmPfKvRxWA7Bp6eu4xDRxrxM40
322,"En Nouvelle-Aquitaine, 2 décideurs économiques sur 3 lisent les journaux du Sud Ouest en version papier ou digital 💼","224 000 cadres et dirigeants de Nouvelle-Aquitaine s'informent avec les quotidiens du Sud Ouest* en édition papier, site ou application.

Cela fait des Journaux du Sud Ouest la 1ère marque de presse en Nouvelle-Aquitaine sur la cible des décideurs économiques.

*Résultats issus de l'étude One Next Influence Global 2023, audience BRAND 30 jours.
Les quotidiens du Groupe Sud Ouest : Sud Ouest , Charente Libre , La République des Pyrénées , L'Eclair, Dordogne Libre",,https://go.sudouest-publicite.com/e/433602/nliactivity7110518024926834688/b3vpp2/1495746724?h=UoLuCa2QAhATMrZx5gmPfKvRxWA7Bp6eu4xDRxrxM40
323,AGENCE DE L'EAU ADOUR GARONNE,"Signature de Marie Lagaüzère avec l'Agence de l'eau Adour Garonne (Eau grand Sud Ouest).
Création d'un rendez-vous avec les lecteurs de Sud Ouest et les téléspectateurs de TV7.

8 émissions TV + 8 Podcasts + 8 pages en édition déléguée pour du print + web.

Objectif : Faire de la pédagogie et sensibiliser le grand public aux enjeux de l'eau. Mettre en avant les experts de l'agence.

Le naming de l'émission : Temp'O, le mag de l'eau du grand Sud Ouest.
CA : 247 556 € HT",,https://go.sudouest-publicite.com/e/433602/lachainetv7-emissions-temp-o-/b3vpp5/1495746724?h=UoLuCa2QAhATMrZx5gmPfKvRxWA7Bp6eu4xDRxrxM40
324,FILHET ALLARD ,"Elaboration d'une émission de TV lors de la convention annuelle de FILHET ALLARD. Diffusée par canaux internes (1000 collaborateurs).

Teaser, plateau façon ''Drucker'', grand écran infodécor, préparation à l'écriture, réalisation avec insertion d' infographies et de médias d'illustration, diffusion live avec participation active des collaborateurs...

Démo globale plateau TV webcast (devis sur mesure).
CA : 23 000 €",,https://go.sudouest-publicite.com/e/433602/Dbh-em56rs8RNPo52b-usp-sharing/b3vpp8/1495746724?h=UoLuCa2QAhATMrZx5gmPfKvRxWA7Bp6eu4xDRxrxM40
325,CHARLES III sur TV7,"Ce vendredi 22 septembre, TV7 était en direct pour la venue de CHARLES III.

2 partenaires se sont associés à ce programme avec billboards autour du programme et diffusion de spots dans les écrans publicitaires.
CA :  3000 €",,https://go.sudouest-publicite.com/e/433602/QY3DoG0Jjw-view-usp-drive-link/b3vppc/1495746724?h=UoLuCa2QAhATMrZx5gmPfKvRxWA7Bp6eu4xDRxrxM40
326,Comment savoir si un client n'est plus adressable,"Dans la partie “Abonnement”, on trouve les infos sur son état d'abonnement à nos communications mail, notamment s'il est opt-out (non adressable).

Si un client n’est plus adressable, sur SOBIZ un tag apparait sur le compte client : “désinscription d'adresse e-mail”.

La désinscription se fait automatiquement à partir du moment où le client s’est désabonné par mail.",,
327,Nettoyage prospects,"En bas de la fiche contact SOBIZ apparaît un volet sur les informations issues Pardot (outil d'adressage).

La case “Archivé” est cochée quand le prospect Pardot a été mis dans la corbeille donc ils ne reçoivent plus nos communications. ",,
328,Tutos vidéo SOBIZ,"Découvrez les tutoriels réalisés par l'équipe Marketing Client pour connaître tous les tips de SOBIZ.

Disponible dans la Market Place, rubrique ""SO BUSINESS - Mode d'emploi"" > Tutos vidéos.",,https://go.sudouest-publicite.com/e/433602/-kYFwuNfxA-view-usp-drive-link/b3vppv/1495746724?h=UoLuCa2QAhATMrZx5gmPfKvRxWA7Bp6eu4xDRxrxM40
329,Offre Vidéo - post co-brandé,,,https://go.sudouest-publicite.com/e/433602/P2raVHCcy8xXw-edit-usp-sharing/b3vpq2/1495746724?h=UoLuCa2QAhATMrZx5gmPfKvRxWA7Bp6eu4xDRxrxM40
330,Offre Digital Grand Format 2023,,,https://go.sudouest-publicite.com/e/433602/nQC1duoZTl2d8-edit-usp-sharing/b3vpq5/1495746724?h=UoLuCa2QAhATMrZx5gmPfKvRxWA7Bp6eu4xDRxrxM40
331,Le contenu éditorial du 4ème numéro de FIL VERT est arrivé,"Comment agir près de chez soi pour la transition écologique et sociale ? 

Vous trouverez, comme d'habitude, le dossier commercial dans la Market Place.",,https://go.sudouest-publicite.com/e/433602/SzHuQmVMEM-gA-edit-usp-sharing/b3vpq8/1495746724?h=UoLuCa2QAhATMrZx5gmPfKvRxWA7Bp6eu4xDRxrxM40
332,Tableau récap : nouveau MAG  ,"En 2024, le mag évolue. Le 1er numéro sortira le 13 avril 2024. 
Nous aurons désormais uniquement la page, la 1/2 page largeur, et le 1/4 de page hauteur.

Pour ce qui concerne la page, 4 solutions : en 2ème de couv, en page 7, en P 29 (recto face ""dans nos archives"", ou en DER). Nous avons à notre disposition 1 vraie PANO centrale. 

⚠️ Attention, plus de streamer, plus de blister, plus de sur la couverture ",,https://go.sudouest-publicite.com/e/433602/Za4F6qn2r9uoP-view-usp-sharing/b3vpqc/1495746724?h=UoLuCa2QAhATMrZx5gmPfKvRxWA7Bp6eu4xDRxrxM40
333,Bilan conférence Eau en Charente-Maritime,,,https://go.sudouest-publicite.com/e/433602/DB38NGqCbV8cH-view-usp-sharing/b3vpqg/1495746724?h=UoLuCa2QAhATMrZx5gmPfKvRxWA7Bp6eu4xDRxrxM40
334,Bilan conférence transition environnementale 64,,,https://go.sudouest-publicite.com/e/433602/2faTz00p5ne3A-edit-usp-sharing/b3vpqk/1495746724?h=UoLuCa2QAhATMrZx5gmPfKvRxWA7Bp6eu4xDRxrxM40
335,La Foulée des Entreprises,Retour sur l'édition 2023 de la Foulée des Entreprises qui enregistre un nombre de participants record ! Bravo Ludovic Jouault et toute l'équipe de Bayonne pour cette belle réussite collective !,,https://go.sudouest-publicite.com/e/433602/liactivity7092443928074825728-/b3s591/1486713333?h=0R7b2hC_n7VHNF3kl_ZStooJMezRdxncC7pyYoJ5D50
336,Réalisation Digivision,Une réalisation vidéo pour marquer le partenariat de la Chambre des Notaires de Gironde avec le Caraibos Lacanau Pro,,https://go.sudouest-publicite.com/e/433602/liactivity7091711592391667712-/b3s594/1486713333?h=0R7b2hC_n7VHNF3kl_ZStooJMezRdxncC7pyYoJ5D50
337,Coupe du monde de rugby : c'est parti !,"La Coupe du Monde de Rugby a démarré et les médias du Groupe Sud Ouest se mobilisent pour couvrir la manifestation sous différents formats. De nombreuses opportunités de communication et de potentiels pour nos annonceurs !

📌 La rédaction mobilise 20 journalistes et photographes ainsi que 3 envoyés spéciaux avec le XV de France qui suivront cet événement d'exception de près.

📌 Un Hub aux couleurs de la Coupe du Monde réunit toutes les informations sur la compétition : actualités de la compétition et de l’équipe de France, calendrier et résultats, direct matchs, reportages. Mais aussi suivi en live des journées des matchs de l’équipe de France et des matchs se déroulant à Bordeaux.

📌 Une série de vidéos ""Tout savoir sur le rugby"" traite de manière décalée la culture Rugby, en répondant à des questions aussi fondamentales que “Pourquoi le ballon est-il ovale ?”, “Comment une faute d’orthographe peut-elle être à l’origine du surnom “All Blacks ?“.

📌 Un podcast exclusif de la rédaction ""Les Bleus contre les Blacks"" sur les France - Nouvelle-Zélande qui ont marqué l'histoire du Mondial.

📌 La newsletter Rugby Mail devient exceptionnellement quotidienne et informera tous les amateurs de rugby tout au long de la compétition.

📌 3 Hors-Séries exceptionnels sur l'histoire du XV de France, des coupes du monde précédentes

📌 Côté audiovisuel, TV7 propose une émission spéciale pour le match d’ouverture ainsi que des émissions hebdomadaires avec des invités exclusifs en présence de Guy Accoberry.

Bravo à toutes les équipes qui se mobilisent pour faire de cette compétition un temps fort de nos médias et du Groupe Sud Ouest.",,https://go.sudouest-publicite.com/e/433602/rugby-coupe-du-monde-de-rugby-/b3s597/1486713333?h=0R7b2hC_n7VHNF3kl_ZStooJMezRdxncC7pyYoJ5D50
338,Un dossier RSE pour les annonceurs,Un nouveau dossier désormais disponible dans la Market Place pour présenter les engagements RSE du Groupe. Quelques slides pour montrer à vos annonceurs les engagements eco-responsables de notre centre d'impression et nos filiales.,,https://go.sudouest-publicite.com/e/433602/mgwxvrQxUs6M7-view-usp-sharing/b3s59b/1486713333?h=0R7b2hC_n7VHNF3kl_ZStooJMezRdxncC7pyYoJ5D50
339,Premier rendez-vous du FSA le 19/09 à Bordeaux,5 dates et 5 rendez-vous sur notre territoire à découvrir et à partager !,,https://go.sudouest-publicite.com/e/433602/nouvelle-aquitaine-2023-09-19-/b3s59f/1486713333?h=0R7b2hC_n7VHNF3kl_ZStooJMezRdxncC7pyYoJ5D50
340,J-15 avant la 2ème édition du forum Horizon(s) à Bordeaux,Le rendez-vous incontournable de la filière jeu vidéo avec un programme passionnant !,,https://go.sudouest-publicite.com/e/433602/ent-horizons-video-games-2023-/b3s59j/1486713333?h=0R7b2hC_n7VHNF3kl_ZStooJMezRdxncC7pyYoJ5D50
341,Murielle LEFANCIER Responsable PME Gironde,"Peux-tu te présenter ? j'ai un parcours dans les médias et orienté développement commercial entre Paris et Bordeaux. J'ai fait mes études à INSEEC Bordeaux pour revenir quelques années sur Paris. Chez TF1 pub au service sponsoring sportif puis chez Dentsu (ex Carat) dans l'achat d'espace pub TV. Puis j'ai intégré IP TV au moment du démarrage des chaines du câble et du satellite en commercialisant Fox Kids, MTV, La 5, Arte et W9. En 2000, j'ai profité de la bulle internet pour intégrer Nomade.fr (le premier moteur de recherche Français qui a évidemment disparu) racheté en suivant par Liberty Surf et Tiscali (aussi dead ;))

J'ai rejoint Bordeaux en 2003 ou j'ai lancé l'édition bordelaise de 20 Minutes, puis intégrer la régie de Cdiscount pour développer le business en région. Petit aparté dans mon parcours media : Le FC Girondin de Bordeaux m'a contacté pour intégrer leur équipe commerciale (pas sur le terrain) pour développer les partenaires du club avec l'arrivée du Matmut. En 2020, j'ai rejoint l'agence Link pour développer le business en Nouvelle Aquitaine sur le social media et la prod vidéo. Et me voici très heureuse aujourd'hui d'intégrer le pôle PME de SOP.

Quelles sont tes missions actuelles ? Je suis en binôme avec Mathieu Gonzalez pour manager l' équipe PME Gironde, une très belle équipe.

Quelle est ton actualité du moment ? Je prends des cours de tournage (céramique) et même si Patrick Swayze n'est plus là, je m'éclate, cela me vide l'esprit...

Quel est ton péché mignon ? le fromage dans tous ses états !",,
342,"Margot BARATON Responsable Social Média chez Eliette
","Peux-tu te présenter ? Je m'appelle Margot je suis bordelaise, j'ai 33 ans, et je suis Responsable Social Media au sein de l'Agence Eliette.

Quelles sont tes missions actuelles ? Je m'occupe de proposer des stratégies réseaux sociaux aux clients de l'Agence Eliette. J'ai une super team avec moi pour m'accompagner dans cette nouvelle aventure !

Quelle est ton actualité du moment ? Je me prépare pour la Coupe du Monde de Rugby ! J'ai un entourage qui est très ""rugby"" alors on attend ça avec impatience ! Allez le XV de France !

Quel est ton péché mignon ? Je suis passionnée de cuisine, notamment de tout ce qui est salé. Mais j'ai quand même une passion dévorante pour la pizza et la sauce piquante",,
343,L'attention jour un rôle crucial dans l'efficacité des investissements médias,Selon Teads et Lumen,,https://go.sudouest-publicite.com/e/433602/NTYyYWQyMDBmNTg0YWIyYTQifQ3D3D/b3s59m/1486713333?h=0R7b2hC_n7VHNF3kl_ZStooJMezRdxncC7pyYoJ5D50
344,L'implication d'un groupe média face aux engagements RSE,Interview de Florence Girou du Groupe Sud Ouest sur les engagements du Groupe,,https://go.sudouest-publicite.com/e/433602/ements-rse-par-florence-girou-/b3s59q/1486713333?h=0R7b2hC_n7VHNF3kl_ZStooJMezRdxncC7pyYoJ5D50
345,Au tour du WWF de rebondir sur le nouveau nom de Twitter...,,,https://go.sudouest-publicite.com/e/433602/link-igshid-MzRlODBiNWFlZA3D3D/b3s59t/1486713333?h=0R7b2hC_n7VHNF3kl_ZStooJMezRdxncC7pyYoJ5D50
346,Placéco a organisé sa grand soirée de rentrée jeudi 7 septembre,,,https://go.sudouest-publicite.com/e/433602/hare-utm-medium-member-desktop/b3s59x/1486713333?h=0R7b2hC_n7VHNF3kl_ZStooJMezRdxncC7pyYoJ5D50
